seed,track,year,race_name,lap_index,action_a,action_name_a,reward_a,position_after_a,action_b,action_name_b,reward_b,position_after_b,actions_disagree,reward_b_minus_a
1001,Monaco,2022,LAT,32,0,stay_out,-0.015367957272204,1,0,stay_out,-0.001367957272204,1,False,0.014
1001,Monaco,2022,LAT,33,0,stay_out,-0.0999987148257744,1,0,stay_out,0.0,1,False,0.0999987148257744
1001,Monaco,2022,LAT,34,0,stay_out,-0.1533284170893608,1,0,stay_out,-0.0246297022635857,1,False,0.12869871482577508
1001,Monaco,2022,LAT,35,0,stay_out,-0.251886769885671,1,0,stay_out,-0.0556880550598975,1,False,0.1961987148257735
1001,Monaco,2022,LAT,36,0,stay_out,-0.3680652247181001,1,0,stay_out,-0.0679665098923251,1,False,0.300098714825775
1001,Monaco,2022,LAT,37,1,pit_soft,-4.935348298069682,1,0,stay_out,-0.1041162499105752,1,True,4.831232048159107
1001,Monaco,2022,LAT,38,0,stay_out,0.0,1,0,stay_out,-0.102407663413301,1,False,-0.102407663413301
1001,Monaco,2022,LAT,39,0,stay_out,-0.0177993981942478,1,0,stay_out,-0.1312070616075502,1,False,-0.11340766341330238
1001,Monaco,2022,LAT,40,0,stay_out,0.0,1,0,stay_out,-0.1101000693098299,1,False,-0.1101000693098299
1001,Monaco,2022,LAT,41,0,stay_out,-0.0040440295658626,1,0,stay_out,-0.1231440988756915,1,False,-0.1191000693098289
1001,Monaco,2022,LAT,42,0,stay_out,-0.0220575664466522,1,2,pit_medium,-5.361124302423148,1,True,-5.339066735976496
1001,Monaco,2022,LAT,43,0,stay_out,-0.0405496264009983,1,0,stay_out,-0.3726163623774937,1,False,-0.3320667359764954
1001,Monaco,2022,LAT,44,0,stay_out,-0.044169447316635,1,0,stay_out,-0.3647040658241934,1,False,-0.3205346185075584
1001,Monaco,2022,LAT,45,0,stay_out,-0.057205107382255,1,0,stay_out,-0.3687397258898144,1,False,-0.3115346185075594
1001,Monaco,2022,LAT,46,0,stay_out,-0.0910053782278552,1,0,stay_out,-0.3925399967354139,1,False,-0.3015346185075587
1001,Monaco,2022,LAT,47,0,stay_out,-0.0847735573272757,1,0,stay_out,-0.3773081758348354,1,False,-0.2925346185075597
1001,Monaco,2022,LAT,48,0,stay_out,-0.1441005423982176,1,0,stay_out,-0.4280672090648835,1,False,-0.2839666666666659
1001,Monaco,2022,LAT,49,0,stay_out,-0.1469858599430253,1,0,stay_out,-0.4239525266096905,1,False,-0.27696666666666525
1001,Monaco,2022,LAT,50,0,stay_out,-0.1594265512592315,1,0,stay_out,-0.4303932179258979,1,False,-0.2709666666666664
1001,Monaco,2022,LAT,51,0,stay_out,-0.1536800860932757,1,0,stay_out,-0.4196467527599424,1,False,-0.2659666666666667
1001,Monaco,2022,LAT,52,0,stay_out,-0.1880189164564086,1,0,stay_out,-0.4489855831230755,1,False,-0.2609666666666669
1001,Monaco,2022,LAT,53,0,stay_out,-0.3187116769692011,1,0,stay_out,-0.5746783436358669,1,False,-0.2559666666666658
1001,Monaco,2022,LAT,54,0,stay_out,-0.3446507410691851,1,0,stay_out,-0.5956174077358511,1,False,-0.25096666666666606
1001,Monaco,2022,LAT,55,0,stay_out,-0.3383637688771301,1,0,stay_out,-0.5843304355437965,1,False,-0.2459666666666664
1001,Monaco,2022,LAT,56,0,stay_out,-0.3770552314342424,1,0,stay_out,-0.6180218981009091,1,False,-0.24096666666666672
1001,Monaco,2022,LAT,57,0,stay_out,-0.3383526086827885,1,0,stay_out,-0.5743192753494555,1,False,-0.235966666666667
1001,Monaco,2022,LAT,58,0,stay_out,-0.3857829915596525,1,0,stay_out,-0.6167496582263183,1,False,-0.23096666666666582
1001,Monaco,2022,LAT,59,0,stay_out,-0.4309120224531071,1,0,stay_out,-0.6568786891197732,1,False,-0.2259666666666661
1001,Monaco,2022,LAT,60,0,stay_out,-0.4199908965689261,1,0,stay_out,-0.6409575632355925,1,False,-0.22096666666666642
1001,Monaco,2022,LAT,61,0,stay_out,-0.4298412010984805,1,0,stay_out,-0.6458078677651472,1,False,-0.2159666666666667
1001,Monaco,2022,LAT,62,0,stay_out,24.52727830552566,1,0,stay_out,24.31631163885899,1,False,-0.21096666666666763
1001,Monaco,2023,ZHO,0,0,stay_out,0.0,1,0,stay_out,0.0,1,False,0.0
1001,Monaco,2023,ZHO,1,0,stay_out,-0.1758397045377904,1,0,stay_out,-0.1758397045377904,1,False,0.0
1001,Monaco,2023,ZHO,2,0,stay_out,-0.1398990853386124,1,0,stay_out,-0.1398990853386124,1,False,0.0
1001,Monaco,2023,ZHO,3,0,stay_out,-0.1750114163237214,1,0,stay_out,-0.1750114163237214,1,False,0.0
1001,Monaco,2023,ZHO,4,0,stay_out,-0.188813048432695,1,0,stay_out,-0.188813048432695,1,False,0.0
1001,Monaco,2023,ZHO,5,0,stay_out,-0.1863971151449917,1,0,stay_out,-0.1863971151449917,1,False,0.0
1001,Monaco,2023,ZHO,6,0,stay_out,-0.2028169904676972,1,0,stay_out,-0.2028169904676972,1,False,0.0
1001,Monaco,2023,ZHO,7,0,stay_out,-0.2302762684759116,1,0,stay_out,-0.2302762684759116,1,False,0.0
1001,Monaco,2023,ZHO,8,0,stay_out,-0.2370282504599217,1,0,stay_out,-0.2370282504599217,1,False,0.0
1001,Monaco,2023,ZHO,9,0,stay_out,-0.2822749210028107,1,0,stay_out,-0.2822749210028107,1,False,0.0
1001,Monaco,2023,ZHO,10,3,pit_hard,-28.00182774918293,20,0,stay_out,-1.3037442826992076,2,True,26.698083466483723
1001,Monaco,2023,ZHO,11,0,stay_out,4.954190661382961,15,0,stay_out,-0.5429093386170507,2,False,-5.497100000000012
1001,Monaco,2023,ZHO,12,0,stay_out,-0.0196296623015555,15,0,stay_out,-0.6267296623015512,2,False,-0.6070999999999958
1001,Monaco,2023,ZHO,13,0,stay_out,1.8860779099400613,13,0,stay_out,-1.571022090059934,3,False,-3.457099999999995
1001,Monaco,2023,ZHO,14,0,stay_out,0.8708880758341109,12,0,stay_out,-0.7162119241658929,3,False,-1.5871000000000037
1001,Monaco,2023,ZHO,15,0,stay_out,0.9231037903538832,11,2,pit_medium,-21.04222967612983,15,True,-21.965333466483713
1001,Monaco,2023,ZHO,16,0,stay_out,-0.1192906020267969,11,0,stay_out,0.9985593979732272,14,False,1.1178500000000242
1001,Monaco,2023,ZHO,17,0,stay_out,0.9230310831178016,10,0,stay_out,1.0348810831178057,13,False,0.11185000000000411
1001,Monaco,2023,ZHO,18,0,stay_out,0.0394547096213699,10,0,stay_out,0.1189023548106888,13,False,0.0794476451893189
1001,Monaco,2023,ZHO,19,0,stay_out,0.9076084362605756,9,0,stay_out,1.9770560814498763,11,False,1.0694476451893007
1001,Monaco,2023,ZHO,20,0,stay_out,-0.0377271821151012,9,0,stay_out,0.0197204630742049,11,False,0.0574476451893061
1001,Monaco,2023,ZHO,21,0,stay_out,-0.3524663249172932,9,0,stay_out,0.878124910015623,10,False,1.2305912349329162
1001,Monaco,2023,ZHO,22,0,stay_out,-0.2926387856677607,9,0,stay_out,0.0219524492651402,10,False,0.31459123493290087
1001,Monaco,2023,ZHO,23,0,stay_out,-0.7147070908483187,9,0,stay_out,0.9390328620332824,9,False,1.653739952881601
1001,Monaco,2023,ZHO,24,0,stay_out,-0.7428891150960126,9,0,stay_out,-0.0091491622144033,9,False,0.7337399528816093
1001,Monaco,2023,ZHO,25,0,stay_out,-0.6906547043300123,9,0,stay_out,0.0230852485516066,9,False,0.713739952881619
1001,Monaco,2023,ZHO,26,0,stay_out,-0.6973058576240746,9,0,stay_out,-0.0035659047424459,9,False,0.6937399528816287
1001,Monaco,2023,ZHO,27,1,pit_soft,-19.26470595816634,19,0,stay_out,0.0930251535067185,9,True,19.357731111673058
1001,Monaco,2023,ZHO,28,0,stay_out,-0.1345171447726386,19,0,stay_out,0.0420305004166806,9,False,0.1765476451893192
1001,Monaco,2023,ZHO,29,0,stay_out,-0.0932231239766594,19,0,stay_out,1.071324521212618,8,False,1.1645476451892773
1001,Monaco,2023,ZHO,30,0,stay_out,-0.0891213200956414,19,0,stay_out,1.0654263250937106,7,False,1.154547645189352
1001,Monaco,2023,ZHO,31,0,stay_out,-0.1424038981897595,19,0,stay_out,1.0285461018102395,6,False,1.170949999999999
1001,Monaco,2023,ZHO,32,0,stay_out,0.7664409614788908,18,0,stay_out,-0.068609038521086,6,False,-0.8350499999999769
1001,Monaco,2023,ZHO,33,0,stay_out,-0.22286409631824,18,0,stay_out,-0.0599140963182378,6,False,0.1629500000000022
1001,Monaco,2023,ZHO,34,0,stay_out,-0.2811235008453607,18,0,stay_out,-0.1161735008453831,6,False,0.16494999999997761
1001,Monaco,2023,ZHO,35,0,stay_out,-0.417340206438017,18,0,stay_out,-0.2463902064379738,6,False,0.1709500000000432
1001,Monaco,2023,ZHO,36,0,stay_out,-0.5409971161028864,18,0,stay_out,-0.2800471161028596,6,False,0.26095000000002677
1001,Monaco,2023,ZHO,37,0,stay_out,-0.5488965961393746,18,0,stay_out,-0.3579465961393865,6,False,0.19094999999998807
1001,Monaco,2023,ZHO,38,3,pit_hard,-11.224062889628554,20,0,stay_out,-1.3250294231448168,7,True,9.899033466483736
1001,Monaco,2023,ZHO,39,0,stay_out,-0.1081782195333289,20,0,stay_out,-0.4943282195333268,7,False,-0.3861499999999979
1001,Monaco,2023,ZHO,40,0,stay_out,-0.0503642349378765,20,0,stay_out,-1.4365142349378743,8,False,-1.3861499999999978
1001,Monaco,2023,ZHO,41,0,stay_out,-0.0301522940695733,20,0,stay_out,-1.4363022940695611,9,False,-1.4061499999999878
1001,Monaco,2023,ZHO,42,0,stay_out,-0.0762793678311808,20,0,stay_out,0.4975706321688392,8,False,0.57385000000002
1001,Monaco,2023,ZHO,43,0,stay_out,-0.0973634877398908,20,0,stay_out,-0.4635134877398513,8,False,-0.3661499999999605
1001,Monaco,2023,ZHO,44,0,stay_out,0.8818611053667312,19,0,stay_out,-0.5042888946332666,8,False,-1.386149999999998
1001,Monaco,2023,ZHO,45,0,stay_out,-0.0297102147645446,19,0,stay_out,-1.4358602147645327,9,False,-1.4061499999999882
1001,Monaco,2023,ZHO,46,0,stay_out,-0.0768107564557013,19,0,stay_out,-0.6029607564556798,9,False,-0.5261499999999785
1001,Monaco,2023,ZHO,47,0,stay_out,0.0019528853454445,19,0,stay_out,-0.5441971146545712,9,False,-0.5461500000000157
1001,Monaco,2023,ZHO,48,0,stay_out,-0.0689010847964652,19,0,stay_out,-0.5350510847964258,9,False,-0.46614999999996065
1001,Monaco,2023,ZHO,49,0,stay_out,1.67948469037037,17,0,stay_out,-0.5195217198860477,9,False,-2.1990064102564175
1001,Monaco,2023,ZHO,50,1,pit_soft,-10.794636569002163,19,0,stay_out,0.127496897481518,9,True,10.92213346648368
1001,Monaco,2023,ZHO,51,0,stay_out,2.995339827813484,17,0,stay_out,5.736289827813473,4,False,2.740949999999989
1001,Monaco,2023,ZHO,52,0,stay_out,0.8513621670871372,15,1,pit_soft,-15.301821299396568,9,True,-16.153183466483707
1001,Monaco,2023,ZHO,53,4,pit_intermediate,-28.492973487088744,17,0,stay_out,6.027876646061608,5,True,34.520850133150354
1001,Monaco,2023,ZHO,54,0,stay_out,3.2067318511949887,14,0,stay_out,-0.4456014821383078,5,False,-3.6523333333332966
1001,Monaco,2023,ZHO,55,0,stay_out,0.978605795579101,13,0,stay_out,2.2202724622457364,2,False,1.2416666666666354
1001,Monaco,2023,ZHO,56,0,stay_out,0.8616228704648068,12,0,stay_out,-0.8047104628684636,2,False,-1.6663333333332704
1001,Monaco,2023,ZHO,57,0,stay_out,2.061328115967764,10,0,stay_out,0.1842430333503002,1,False,-1.8770850826174637
1001,Monaco,2023,ZHO,58,0,stay_out,0.7633673502140552,9,0,stay_out,-1.754982991559652,1,False,-2.518350341773707
1001,Monaco,2023,ZHO,59,0,stay_out,-0.3811907115729327,9,0,stay_out,-1.796112022453106,1,False,-1.4149213108801733
1001,Monaco,2023,ZHO,60,0,stay_out,-0.4938484598044865,9,0,stay_out,-1.7831908965689252,1,False,-1.2893424367644386
1001,Monaco,2023,ZHO,61,0,stay_out,-0.4637490688636462,9,0,stay_out,-1.7930412010984798,1,False,-1.3292921322348334
1001,Monaco,2023,ZHO,62,0,stay_out,2.339889944384622,6,0,stay_out,-1.8359216944743395,1,False,-4.175811638858962
1001,Monaco,2023,ZHO,63,0,stay_out,-0.7392597609179177,6,0,stay_out,-1.8222965471256172,1,False,-1.0830367862076995
1001,Monaco,2023,ZHO,64,0,stay_out,1.8597477485591496,3,0,stay_out,-1.8335427923870924,1,False,-3.6932905409462418
1001,Monaco,2023,ZHO,65,0,stay_out,-1.2172252966656374,3,0,stay_out,-1.8633293149994985,1,False,-0.6461040183338611
1001,Monaco,2023,ZHO,66,0,stay_out,-1.1600217297454178,3,0,stay_out,-1.8786275315393384,1,False,-0.7186058017939205
1001,Monaco,2023,ZHO,67,0,stay_out,-1.3800084908530834,3,0,stay_out,-1.893020912093213,1,False,-0.5130124212401297
1001,Monaco,2023,ZHO,68,0,stay_out,-1.4019209595674085,3,0,stay_out,-1.8928271464503523,1,False,-0.49090618688294385
1001,Monaco,2023,ZHO,69,0,stay_out,-1.5127527446732258,3,0,stay_out,-1.9111930390033,1,False,-0.3984402943300742
1001,Monaco,2023,ZHO,70,0,stay_out,-1.525614258740403,3,0,stay_out,-1.92657379603686,1,False,-0.40095953729645717
1001,Monaco,2023,ZHO,71,0,stay_out,-1.7826458013081008,3,0,stay_out,-1.961289567320722,1,False,-0.17864376601262122
1001,Monaco,2023,ZHO,72,0,stay_out,-1.9053982662310889,3,0,stay_out,-1.9535657997821676,1,False,-0.04816753355107872
1001,Monaco,2023,ZHO,73,0,stay_out,-4.069730155055727,5,0,stay_out,-3.513426991997976,2,False,0.5563031630577511
1001,Monaco,2023,ZHO,74,0,stay_out,-3.110124589699166,6,0,stay_out,-3.01845792303253,2,False,0.0916666666666357
1001,Monaco,2023,ZHO,75,0,stay_out,-2.2150895930524825,6,0,stay_out,-3.037422926385817,2,False,-0.8223333333333342
1001,Monaco,2023,ZHO,76,0,stay_out,5.839660021337771,6,0,stay_out,10.903326688004464,3,False,5.063666666666693
1001,Monaco,2024,BOT,0,0,stay_out,0.0,1,0,stay_out,0.0,1,False,0.0
1001,Monaco,2024,BOT,1,0,stay_out,0.0,1,0,stay_out,0.0,1,False,0.0
1001,Monaco,2024,BOT,2,0,stay_out,0.0,1,0,stay_out,0.0,1,False,0.0
1001,Monaco,2024,BOT,3,0,stay_out,-0.0203123309851093,1,0,stay_out,-0.0203123309851093,1,False,0.0
1001,Monaco,2024,BOT,4,0,stay_out,-0.0301139630940838,1,0,stay_out,-0.0301139630940838,1,False,0.0
1001,Monaco,2024,BOT,5,0,stay_out,-0.0226980298063807,1,0,stay_out,-0.0226980298063807,1,False,0.0
1001,Monaco,2024,BOT,6,0,stay_out,-0.0321179051290855,1,0,stay_out,-0.0321179051290855,1,False,0.0
1001,Monaco,2024,BOT,7,0,stay_out,-0.0515771831373001,1,0,stay_out,-0.0515771831373001,1,False,0.0
1001,Monaco,2024,BOT,8,0,stay_out,-0.0493291651213098,1,0,stay_out,-0.0493291651213098,1,False,0.0
1001,Monaco,2024,BOT,9,0,stay_out,-0.0855758356641999,1,0,stay_out,-0.0855758356641999,1,False,0.0
1001,Monaco,2024,BOT,10,0,stay_out,-0.0571802572980516,1,0,stay_out,-0.0571802572980516,1,False,0.0
1001,Monaco,2024,BOT,11,2,pit_medium,-4.947905583969913,1,0,stay_out,-0.0650055839699121,1,True,4.882900000000001
1001,Monaco,2024,BOT,12,0,stay_out,0.0,1,0,stay_out,-0.0894657458121699,1,False,-0.0894657458121699
1001,Monaco,2024,BOT,13,0,stay_out,-0.0008462138791841,1,0,stay_out,-0.0933119596913528,1,False,-0.0924657458121687
1001,Monaco,2024,BOT,14,0,stay_out,-0.0096911309321683,1,0,stay_out,-0.1041568767443365,1,False,-0.09446574581216821
1001,Monaco,2024,BOT,15,0,stay_out,0.0,1,0,stay_out,-0.0858490194844435,1,False,-0.0858490194844435
1001,Monaco,2024,BOT,16,0,stay_out,-0.0197971961903363,1,0,stay_out,-0.1056462156747798,1,False,-0.08584901948444351
1001,Monaco,2024,BOT,17,0,stay_out,-0.0011863536180484,1,0,stay_out,-0.0860353731024929,1,False,-0.0848490194844445
1001,Monaco,2024,BOT,18,0,stay_out,-0.0205245403662573,1,0,stay_out,-0.1033735598507021,1,False,-0.0828490194844448
1001,Monaco,2024,BOT,19,0,stay_out,-0.024897677046664,1,0,stay_out,-0.1047466965311073,1,False,-0.0798490194844433
1001,Monaco,2024,BOT,20,0,stay_out,-0.0503654862345015,1,0,stay_out,-0.1262145057189443,1,False,-0.0758490194844428
1001,Monaco,2024,BOT,21,0,stay_out,-0.0714132627637937,1,0,stay_out,-0.1432622822482372,1,False,-0.0718490194844435
1001,Monaco,2024,BOT,22,0,stay_out,-0.0611994931390313,1,0,stay_out,-0.1290485126234756,1,False,-0.0678490194844443
1001,Monaco,2024,BOT,23,0,stay_out,-0.0729092867549553,1,0,stay_out,-0.136758306239399,1,False,-0.0638490194844437
1001,Monaco,2024,BOT,24,0,stay_out,-0.0984502988788037,1,1,pit_soft,-4.927799318363213,1,True,-4.829349019484409
1001,Monaco,2024,BOT,25,0,stay_out,-0.0846830934958077,1,0,stay_out,0.0,1,False,0.0846830934958077
1001,Monaco,2024,BOT,26,0,stay_out,-0.1235586701428332,1,0,stay_out,-0.0328755766470251,1,False,0.09068309349580811
1001,Monaco,2024,BOT,27,0,stay_out,-0.0868131410182627,1,0,stay_out,0.0,1,False,0.0868131410182627
1001,Monaco,2024,BOT,28,0,stay_out,-0.1202604675632656,1,0,stay_out,-0.0294473265450022,1,False,0.0908131410182634
1001,Monaco,2024,BOT,29,0,stay_out,-0.1346634571652813,1,0,stay_out,-0.0408503161470179,1,False,0.09381314101826341
1001,Monaco,2024,BOT,30,0,stay_out,-0.1413625552247467,1,0,stay_out,-0.0465494142064827,1,False,0.09481314101826399
1001,Monaco,2024,BOT,31,0,stay_out,-0.1475538442718246,1,0,stay_out,-0.0537407032535611,1,False,0.0938131410182635
1001,Monaco,2024,BOT,32,0,stay_out,-0.1510314144374845,1,0,stay_out,-0.0602182734192211,1,False,0.0908131410182634
1001,Monaco,2024,BOT,33,0,stay_out,-0.1456839433360528,1,0,stay_out,-0.0598708023177891,1,False,0.0858131410182637
1001,Monaco,2024,BOT,34,0,stay_out,-0.1713136455996377,1,0,stay_out,-0.0905005045813737,1,False,0.08081314101826399
1001,Monaco,2024,BOT,35,0,stay_out,-0.2013719983959504,1,0,stay_out,-0.1255588573776862,1,False,0.0758131410182642
1001,Monaco,2024,BOT,36,0,stay_out,-0.2106504532283779,1,0,stay_out,-0.1398373122101148,1,False,0.07081314101826308
1001,Monaco,2024,BOT,37,0,stay_out,-0.2418001932466268,1,0,stay_out,-0.1759870522283634,1,False,0.06581314101826341
1001,Monaco,2024,BOT,38,0,stay_out,-0.2350916067493543,1,0,stay_out,-0.1742784657310906,1,False,0.06081314101826371
1001,Monaco,2024,BOT,39,0,stay_out,-0.2588910049436023,1,0,stay_out,-0.2030778639253384,1,False,0.0558131410182639
1001,Monaco,2024,BOT,40,0,stay_out,-0.2327840126458824,1,0,stay_out,-0.1819708716276181,1,False,0.050813141018264285
1001,Monaco,2024,BOT,41,0,stay_out,-0.2408280422117442,1,0,stay_out,-0.1950149011934812,1,False,0.045813141018263004
1001,Monaco,2024,BOT,42,0,stay_out,-0.261841579092534,1,0,stay_out,-0.2210284380742706,1,False,0.040813141018263416
1001,Monaco,2024,BOT,43,0,stay_out,-0.2813336390468805,1,0,stay_out,-0.2455204980286169,1,False,0.03581314101826363
1001,Monaco,2024,BOT,44,0,stay_out,-0.2804213424935796,1,0,stay_out,-0.2496082014753156,1,False,0.03081314101826399
1001,Monaco,2024,BOT,45,0,stay_out,-0.2904570025592008,1,0,stay_out,-0.2646438615409366,1,False,0.025813141018264207
1001,Monaco,2024,BOT,46,0,stay_out,-0.3192572734048,1,0,stay_out,-0.2984441323865369,1,False,0.020813141018263093
1001,Monaco,2024,BOT,47,0,stay_out,-0.3080254525042207,1,0,stay_out,-0.2922123114859573,1,False,0.01581314101826342
1001,Monaco,2024,BOT,48,0,stay_out,-0.3477524375751628,1,0,stay_out,-0.3369392965568991,1,False,0.010813141018263694
1001,Monaco,2024,BOT,49,1,pit_soft,-31.82840911683644,9,0,stay_out,-0.3398246141017054,1,True,31.488584502734735
1001,Monaco,2024,BOT,50,0,stay_out,0.4759734487407513,9,0,stay_out,-0.352265305417913,1,False,-0.8282387541586643
1001,Monaco,2024,BOT,51,0,stay_out,0.4667199139067634,9,0,stay_out,-0.3465188402519573,1,False,-0.8132387541587207
1001,Monaco,2024,BOT,52,0,stay_out,1.0096422531805416,9,0,stay_out,-0.3808576706150902,1,False,-1.3904999237956317
1001,Monaco,2024,BOT,53,0,stay_out,0.4051567321548262,9,0,stay_out,-0.3926504311278819,1,False,-0.7978071632827082
1001,Monaco,2024,BOT,54,0,stay_out,0.1649985178616773,9,0,stay_out,-0.4844507410691833,1,False,-0.6494492589308606
1001,Monaco,2024,BOT,55,0,stay_out,0.1892724622457024,9,0,stay_out,-0.4781637688771298,1,False,-0.6674362311228322
1001,Monaco,2024,BOT,56,0,stay_out,0.1436895371315074,9,0,stay_out,-0.5168552314342421,1,False,-0.6605447685657495
1001,Monaco,2024,BOT,57,0,stay_out,0.1329947826343882,9,0,stay_out,-0.500052608682789,1,False,-0.6330473913171772
1001,Monaco,2024,BOT,58,0,stay_out,0.2005340168806214,9,0,stay_out,-0.547482991559653,1,False,-0.7480170084402744
1001,Monaco,2024,BOT,59,0,stay_out,0.1741759550937402,9,0,stay_out,-0.5926120224531062,1,False,-0.7667879775468464
1001,Monaco,2024,BOT,60,0,stay_out,0.1037182068621575,9,0,stay_out,-0.5816908965689266,1,False,-0.6854091034310841
1001,Monaco,2024,BOT,61,0,stay_out,0.4644175978030163,9,0,stay_out,-0.5954412010984796,1,False,-1.0598587989014958
1001,Monaco,2024,BOT,62,0,stay_out,-0.1800433889486299,9,0,stay_out,-0.6383216944743396,1,False,-0.4582783055257097
1001,Monaco,2024,BOT,63,0,stay_out,-0.2139930942511768,9,0,stay_out,-0.6246965471256175,1,False,-0.4107034528744407
1001,Monaco,2024,BOT,64,0,stay_out,-0.1186855847741256,9,0,stay_out,-0.6359427923870911,1,False,-0.5172572076129655
1001,Monaco,2024,BOT,65,0,stay_out,-0.1831586299989794,9,0,stay_out,-0.6657293149994985,1,False,-0.48257068500051914
1001,Monaco,2024,BOT,66,0,stay_out,-0.2076550630786997,9,0,stay_out,-0.6810275315393384,1,False,-0.4733724684606387
1001,Monaco,2024,BOT,67,0,stay_out,-0.0541418241864263,9,0,stay_out,-0.6954209120932134,1,False,-0.6412790879067871
1001,Monaco,2024,BOT,68,0,stay_out,-0.1222542929007346,9,0,stay_out,-0.6952271464503526,1,False,-0.5729728535496179
1001,Monaco,2024,BOT,69,0,stay_out,-0.2678860780065761,9,0,stay_out,-0.7135930390032983,1,False,-0.4457069609967222
1001,Monaco,2024,BOT,70,0,stay_out,-0.4165475920737095,9,0,stay_out,-0.7289737960368599,1,False,-0.31242620396315035
1001,Monaco,2024,BOT,71,0,stay_out,-0.5983791346413967,9,0,stay_out,-0.7636895673207221,1,False,-0.16531043267932544
1001,Monaco,2024,BOT,72,0,stay_out,-0.632231599564399,9,0,stay_out,-0.7559657997821674,1,False,-0.12373420021776838
1001,Monaco,2024,BOT,73,0,stay_out,-0.7229634883889886,9,0,stay_out,-0.7778317441945476,1,False,-0.054868255805558985
